id,name,host_id,latitude,longitude,property_type,picture_url,room_type,accommodates,bedrooms,beds,price,number_of_reviews,review_scores_rating,host_identity_verified,host_is_superhost,host_response_rate,host_response_time,city,bathrooms,wifi,kitchen,smoke alarm,heating,tv,air conditioning,dryer,hot water,iron,shampoo,refrigerator,coffee,washer,oven,fire extinguisher,dedicated workspace,self check-in,first aid kit,free street parking,extra pillows and blankets,bathtub,pets allowed,gym,amenities_count,nearby_subway,nearby_tourist
40211098,Rental unit in Brooklyn · 2 bedrooms · 2 beds · 1 bath,13536599,40.68343,-73.92452,Entire rental unit,https://a0.muscache.com/pictures/545a2806-1bdc-4274-a313-db88d5082f90.jpg,Entire home/apt,4,2.0,2.0,150.0,1,5.0,t,f,0%,never,New York,1.0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,4,0
46992656,Rental unit in New York · ★4.67 · 1 bedroom · 1 bed · 1 bath,50942578,40.74181,-73.98069,Entire rental unit,https://a0.muscache.com/pictures/miso/Hosting-46992656/original/08c0589b-0f5c-4e6a-a988-6046356187e9.jpeg,Entire home/apt,2,1.0,1.0,349.0,18,4.67,t,f,100%,within a few hours,New York,1.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,18,5,13
18286926,Home in Brooklyn · ★4.23 · 1 bedroom · 3 beds · 1 bath,126451493,40.63298,-73.90781,Entire home,https://a0.muscache.com/pictures/miso/Hosting-18286926/original/a011ed71-20f7-4473-abc8-e7929f7c935c.jpeg,Entire home/apt,5,1.0,3.0,148.0,58,4.23,t,f,50%,within a day,New York,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,19,0,0
2108178,Serviced apartment in Brooklyn · ★5.0 · Studio · 1 bed · 1 bath,7503643,40.7269,-73.94198,Entire serviced apartment,https://a0.muscache.com/pictures/28739674/6007af87_original.jpg,Entire home/apt,2,1.0,1.0,149.0,8,5.0,t,t,90%,within an hour,New York,1.0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,15,1,2
928944955850395470,Rental unit in Queens · ★New · 3 bedrooms · 3 beds · 1 bath,523878152,40.68336,-73.77286,Entire rental unit,https://a0.muscache.com/pictures/miso/Hosting-928944955850395470/original/31776ae2-f001-4c8c-8197-192a78e2ccbf.jpeg,Entire home/apt,6,3.0,3.0,194.0,2,4.0,t,f,100%,within an hour,New York,1.0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,15,0,0
46346516,Rental unit in New York · ★4.67 · 1 bedroom · 1 bed · 1 bath,12679657,40.81683,-73.94378,Entire rental unit,https://a0.muscache.com/pictures/miso/Hosting-46346516/original/8c1c45bf-4063-4cd9-9b89-8f36948abdcf.png,Entire home/apt,3,1.0,1.0,76.0,3,4.67,t,f,0%,never,New York,1.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,6,2
29794702,Rental unit in Brooklyn · ★4.83 · 1 bedroom · 1 bed · 1 bath,20241112,40.65643,-73.95884,Entire rental unit,https://a0.muscache.com/pictures/pro_photo_tool/Hosting-29794702-unapproved/original/ff1d3472-ca1f-483a-b32a-2768279d52e8.JPEG,Entire home/apt,3,1.0,1.0,107.0,23,4.83,t,f,0%,never,New York,1.0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,16,5,5
49128426,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,22541573,40.74434,-73.98526,Entire rental unit,https://a0.muscache.com/pictures/prohost-api/Hosting-49128426/original/d5361476-52e0-48d5-9a77-8f38959ad236.jpeg,Entire home/apt,3,1.0,1.0,369.0,1,4.0,t,f,100%,within an hour,New York,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,17,11,14
50245157,Rental unit in New York · ★4.67 · 3 bedrooms · 3 beds · 2 baths,31856478,40.81144,-73.96385,Entire rental unit,https://a0.muscache.com/pictures/ba6519f9-194b-410d-88e3-68156a1d993e.jpg,Entire home/apt,4,3.0,3.0,210.0,3,4.67,f,f,0%,never,New York,2.0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,10,4,7
952120063024548952,Home in The Bronx · ★New · 1 bedroom · 1 bed · 1 bath,886585,40.84583,-73.91085,Private room in home,https://a0.muscache.com/pictures/hosting/Hosting-952120063024548952/original/57e8cb71-46d0-402b-a264-9547b86943c3.jpeg,Private room,2,1.0,1.0,53.0,0,0,t,f,100%,within an hour,New York,1.0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0
48360362,Rental unit in Queens · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,390359155,40.77218,-73.90753,Private room in rental unit,https://a0.muscache.com/pictures/miso/Hosting-48360362/original/0259d8f7-bec8-4219-bb71-9f9bc65d94d7.jpeg,Private room,1,1.0,1.0,75.0,13,4.85,t,t,100%,within a few hours,New York,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,18,2,1
822627637431135533,Rental unit in Queens · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,1680212,40.74955780375267,-73.88561206875657,Private room in rental unit,https://a0.muscache.com/pictures/miso/Hosting-822627637431135533/original/7555f20b-8d92-491b-90ea-1c1200b9633e.jpeg,Private room,2,1.0,2.0,59.0,9,5.0,t,f,100%,within a few hours,New York,1.0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,11,6,0
24757844,Rental unit in Woodside · 1 bedroom · 1 bed · 1 shared bath,39074591,40.74572,-73.90814,Private room in rental unit,https://a0.muscache.com/pictures/21b4df84-43d7-4045-83bb-48c1407c71e0.jpg,Private room,1,1.0,1.0,38.0,2,5.0,f,f,0%,never,New York,1.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9,6,2
19327636,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1 bath,67280917,40.79297,-73.94021,Entire rental unit,https://a0.muscache.com/pictures/5c27373e-0111-4e01-9164-69439c65bd5b.jpg,Entire home/apt,4,1.0,1.0,149.0,14,5.0,t,f,0%,never,New York,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,18,3,3
848234655767460984,Townhouse in Queens · 1 bedroom · 1 bed · 1 shared bath,200239515,40.73005,-73.8773,Private room in townhouse,https://a0.muscache.com/pictures/miso/Hosting-848234655767460984/original/9dd47a40-f003-40b8-9830-ffff6640311b.jpeg,Private room,1,1.0,1.0,33.0,0,0,t,f,98%,within an hour,New York,1.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0
939895469136702560,Rental unit in Queens · ★4.75 · 2 bedrooms · 2 beds · 1 bath,526932337,40.7659187468041,-73.91170064625891,Entire rental unit,https://a0.muscache.com/pictures/miso/Hosting-939895469136702560/original/637698c4-f71e-4419-85d7-79feb4f53591.jpeg,Entire home/apt,4,2.0,2.0,168.0,4,4.75,t,f,100%,within an hour,New York,1.0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,11,2,0
13623182,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,7571391,40.71681,-73.94656,Private room in rental unit,https://a0.muscache.com/pictures/4f9fb72f-7867-4751-8d67-4d5589288d84.jpg,Private room,2,1.0,1.0,100.0,1,5.0,t,f,0%,never,New York,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0
53876051,Home in Queens · ★4.89 · 3 bedrooms · 4 beds · 2 shared baths,436401569,40.66258,-73.74628,Shared room in home,https://a0.muscache.com/pictures/miso/Hosting-53876051/original/0c8636a6-b986-4614-97c0-36405e116e54.jpeg,Shared room,2,1.0,4.0,602.0,76,4.89,t,t,100%,within an hour,New York,2.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,19,0,0
5593725,Rental unit in New York · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,29003805,40.82676,-73.94552,Private room in rental unit,https://a0.muscache.com/pictures/2c469e75-213b-4192-adc7-68092aa9486d.jpg,Private room,2,1.0,1.0,52.0,39,4.82,t,f,100%,within an hour,New York,1.0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,11,8,1
8294525,Rental unit in Brooklyn · ★4.50 · Studio · 1 bed · 1 bath,25266527,40.62054,-73.99828,Entire rental unit,https://a0.muscache.com/pictures/a4e262ea-1eee-46f2-a9bb-12a96b908795.jpg,Entire home/apt,1,1.0,1.0,60.0,6,4.5,t,f,0%,never,New York,1.0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0
5718935,Rental unit in New York · ★4.69 · Studio · 1 bed · 1 bath,29651191,40.79679,-73.96105,Entire rental unit,https://a0.muscache.com/pictures/73874688/77aa3fca_original.jpg,Entire home/apt,2,1.0,1.0,225.0,13,4.69,f,f,0%,never,New York,1.0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,6,1
50733677,Rental unit in Brooklyn · ★4.78 · 2 bedrooms · 3 beds · 1 bath,1792688,40.68958,-73.953,Entire rental unit,https://a0.muscache.com/pictures/miso/Hosting-50733677/original/8f392843-43d0-404e-8f54-d906a02f9a3c.jpeg,Entire home/apt,6,2.0,3.0,185.0,18,4.78,f,f,0%,never,New York,1.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,20,4,2
841524934066364511,Home in Queens · 1 bedroom · 2 beds · 1 private bath,429095657,40.75290414074856,-73.89098545338042,Private room in home,https://a0.muscache.com/pictures/miso/Hosting-841524934066364511/original/9d41ffc2-dfbf-4019-86e5-bf5214ceeffd.jpeg,Private room,2,1.0,2.0,209.0,0,0,t,f,57%,within a day,New York,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,18,5,0
49377270,Rental unit in New York · Studio · 1 bed · 1 bath,107434423,40.74885,-73.97319,Entire rental unit,https://a0.muscache.com/pictures/prohost-api/Hosting-49377270/original/0721016a-a62a-4eac-b280-dec75b3e999a.jpeg,Entire home/apt,2,1.0,1.0,262.0,0,0,t,f,100%,within an hour,New York,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,18,6,11
826173276386825040,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,151284868,40.735103604126735,-74.00096971000725,Entire rental unit,https://a0.muscache.com/pictures/miso/Hosting-826173276386825040/original/438f33c8-0acd-4fb8-a988-d76288baf58c.jpeg,Entire home/apt,2,1.0,1.0,169.0,1,5.0,t,t,100%,within an hour,New York,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,16,14,6
42708978,Rental unit in Brooklyn · Studio · 1 bed · 1 bath,340198326,40.68765,-73.98592,Entire rental unit,https://a0.muscache.com/pictures/40817985-23be-475e-86ed-f40964b87bbb.jpg,Entire home/apt,2,1.0,1.0,111.0,0,0,f,f,0%,never,New York,1.0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,9,14,3
18836532,Rental unit in Brooklyn · ★4.91 · 1 bedroom · 2 beds · 1 bath,131180798,40.599938401403136,-74.00443414722548,Entire rental unit,https://a0.muscache.com/pictures/821cb7c5-2311-4766-ae2a-3b10864aa09a.jpg,Entire home/apt,2,1.0,2.0,89.0,99,4.91,t,t,100%,within an hour,New York,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,20,3,0
21755710,Townhouse in Brooklyn · ★4.76 · 1 bedroom · 1 bed · 1 shared bath,15811194,40.67195,-73.90983,Private room in townhouse,https://a0.muscache.com/pictures/miso/Hosting-21755710/original/675d7e10-4f64-42fd-b18b-34070bb7a2c0.jpeg,Private room,1,1.0,1.0,49.0,66,4.76,t,t,100%,within an hour,New York,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,18,6,0
570234476171665050,Rental unit in Queens · 2 bedrooms · 2 beds · 2.5 baths,111723789,40.71589,-73.8235,Entire rental unit,https://a0.muscache.com/pictures/851af77a-08a4-4fb6-8b23-3c4d96e60f69.jpg,Entire home/apt,4,2.0,2.0,265.0,0,0,t,f,0%,never,New York,2.5,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0
53286280,Rental unit in Bronx · 1 bedroom · 1 bed · 1 shared bath,92561578,40.80458,-73.92555,Private room in rental unit,https://a0.muscache.com/pictures/e72fabd6-1177-461f-bdea-479e1399ad42.jpg,Private room,1,1.0,1.0,75.0,1,5.0,t,f,100%,within an hour,New York,1.0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,18,3,1
22189962,Home in Queens · ★4.81 · 1 bedroom · 1 bed · 1 private bath,50682735,40.69365,-73.84389,Private room in home,https://a0.muscache.com/pictures/e14697ca-240d-48a2-979b-cee2b9d40414.jpg,Private room,2,1.0,1.0,199.0,64,4.81,t,t,100%,within an hour,New York,1.0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,15,3,0
793510370417899987,Hotel in New York · 1 bedroom · 2 beds · 1 bath,25138314,40.74668219161534,-73.9874785349462,Room in hotel,https://a0.muscache.com/pictures/prohost-api/Hosting-793510370417899987/original/33333a7e-6715-438e-b0c9-aa2451502cca.png,Private room,4,1.0,2.0,599.0,0,0,t,f,100%,within an hour,New York,1.0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,17,19,6
38573589,Townhouse in Bronx · ★4.88 · 1 bedroom · 2 beds · 2 shared baths,30585124,40.81992,-73.9079,Private room in townhouse,https://a0.muscache.com/pictures/5e4dc0f1-75c4-47c6-87d3-3e31038da308.jpg,Private room,1,1.0,2.0,55.0,16,4.88,t,t,100%,within an hour,New York,2.0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,15,5,0
52656995,Rental unit in Brooklyn · 1 bedroom · 2 beds · 1 bath,425038091,40.67229,-73.92887,Entire rental unit,https://a0.muscache.com/pictures/55696799-ea6e-4fae-816f-6ea29e00dc3e.jpg,Entire home/apt,4,1.0,2.0,70.0,0,0,t,f,0%,never,New York,1.0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,11,4,1
34819702,Guest suite in Brooklyn · ★4.98 · 1 bedroom · 1 bath,10700780,40.6491,-73.97807,Entire guest suite,https://a0.muscache.com/pictures/5ec974b0-7299-4015-b8ed-e8b8697c9003.jpg,Entire home/apt,2,1.0,2.0,100.0,45,4.98,t,t,100%,within an hour,New York,1.0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,13,2,1
679965439037704084,Rental unit in Brooklyn · ★4.29 · 2 bedrooms · 2 beds · 1 bath,12639098,40.68031,-73.98048,Entire rental unit,https://a0.muscache.com/pictures/0c487c85-4b15-495a-9475-679beb538f9f.jpg,Entire home/apt,6,2.0,2.0,203.0,69,4.29,t,f,75%,within an hour,New York,1.0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,14,11,3
665409290103351494,Rental unit in New York · ★4.69 · Studio · 1 bed · 1 bath,467064305,40.77705712628239,-73.9800463244319,Entire rental unit,https://a0.muscache.com/pictures/39768ade-33e7-4b14-9a4d-4f24ea8c6320.jpg,Entire home/apt,1,1.0,1.0,150.0,16,4.69,t,f,93%,within an hour,New York,1.0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,8,7,11
22446479,Rental unit in Brooklyn  · ★4.69 · 1 bedroom · 1 bed · 0 shared baths,128793815,40.71924,-73.96173,Private room in rental unit,https://a0.muscache.com/pictures/4418bc6c-aaa1-43b9-b48a-123b7fd318d7.jpg,Private room,1,1.0,1.0,68.0,81,4.69,t,f,100%,within an hour,New York,0.0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,15,1,0
8153240,Rental unit in New York · 3 bedrooms · 3 beds · 1 bath,10134825,40.71495,-73.98594,Entire rental unit,https://a0.muscache.com/pictures/108850423/b23e0418_original.jpg,Entire home/apt,8,3.0,3.0,250.0,0,0,t,f,0%,never,New York,1.0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,6,7
12519645,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1 bath,56623911,40.78673,-73.95347,Private room in rental unit,https://a0.muscache.com/pictures/1b141daf-3a0c-4f90-af3e-10f5dcf2422b.jpg,Private room,1,1.0,1.0,45.0,3,5.0,t,f,0%,never,New York,1.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,5,6
3458525,Rental unit in New York · ★4.17 · 1 bedroom · 1 bed · 1 bath,17430718,40.81507,-73.94369,Entire rental unit,https://a0.muscache.com/pictures/miso/Hosting-3458525/original/7a4321ad-3af4-49c3-9120-951b60a32d0a.jpeg,Entire home/apt,2,1.0,1.0,138.0,106,4.17,t,f,100%,within a few hours,New York,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,16,5,2
670433084394073293,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,33386258,40.64316,-73.97307,Private room in rental unit,https://a0.muscache.com/pictures/bc2c5f43-79ce-4daa-bac9-ebed051c4663.jpg,Private room,2,1.0,1.0,105.0,24,5.0,t,t,100%,within an hour,New York,1.5,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,17,5,1
47341297,Townhouse in Queens · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,137358866,40.73579,-73.92486,Private room in townhouse,https://a0.muscache.com/pictures/prohost-api/Hosting-47341297/original/e99b54d9-037b-4c0c-b3e6-1d2a01e9071a.jpeg,Private room,1,1.0,1.0,57.0,6,4.83,t,t,100%,within an hour,New York,1.0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,11,2,0
17666011,Condo in New York · ★5.0 · 1 bedroom · 1 bed · 1 private bath,120245256,40.7971,-73.96159,Private room in condo,https://a0.muscache.com/pictures/14026655-ca11-47f8-98ff-3e53363ab8e5.jpg,Private room,2,1.0,1.0,125.0,4,5.0,t,f,0%,never,New York,1.0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,7,1
671564039133288645,Home in Queens · ★4.93 · 1 bedroom · 1 bed · 1.5 shared baths,236607813,40.59116,-73.79759,Private room in home,https://a0.muscache.com/pictures/miso/Hosting-671564039133288645/original/5ca27ce8-a26a-45f7-a588-4aa436cf91c7.jpeg,Private room,2,1.0,1.0,70.0,15,4.93,t,f,100%,within an hour,New York,1.5,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,0
